date,home_team,away_team,home_goals,away_goals,result,home_shots,away_shots,home_shots_on_target,away_shots_on_target,odds_home,odds_draw,odds_away,league,season
01/02/2025,Udinese,Venezia,3,2,H,13,14,5,3,1.83,3.4,4.5,Serie A,2024/25
01/02/2025,Atalanta,Torino,1,1,D,22,5,10,3,1.42,4.5,7.5,Serie A,2024/25
01/02/2025,Bologna,Como,2,0,H,15,8,4,1,1.9,3.5,4.2,Serie A,2024/25
02/02/2025,Juventus,Empoli,4,1,H,23,10,8,3,1.36,4.75,9.0,Serie A,2024/25
02/02/2025,Fiorentina,Genoa,2,1,H,7,17,6,3,1.65,3.9,5.25,Serie A,2024/25
02/02/2025,Milan,Inter,1,1,D,10,16,4,6,4.0,3.5,1.91,Serie A,2024/25
02/02/2025,Roma,Napoli,1,1,D,12,5,2,2,3.1,3.2,2.38,Serie A,2024/25
03/02/2025,Cagliari,Lazio,1,2,A,15,11,5,6,3.9,3.4,2.0,Serie A,2024/25
06/02/2025,Fiorentina,Inter,3,0,H,10,11,6,2,3.6,3.5,2.05,Serie A,2024/25
07/02/2025,Como,Juventus,1,2,A,16,8,6,3,3.7,3.4,2.05,Serie A,2024/25
08/02/2025,Verona,Atalanta,0,5,A,18,17,7,7,6.25,4.1,1.53,Serie A,2024/25
08/02/2025,Empoli,Milan,0,2,A,8,16,0,5,5.5,3.8,1.65,Serie A,2024/25
08/02/2025,Torino,Genoa,1,1,D,10,6,3,2,2.2,3.1,3.6,Serie A,2024/25
09/02/2025,Venezia,Roma,0,1,A,12,13,3,5,5.0,3.7,1.73,Serie A,2024/25
09/02/2025,Cagliari,Parma,2,1,H,14,9,3,1,1.85,3.6,4.1,Serie A,2024/25
09/02/2025,Lazio,Monza,5,1,H,26,3,9,1,1.38,4.75,8.5,Serie A,2024/25
09/02/2025,Lecce,Bologna,0,0,D,6,8,1,2,4.2,3.5,1.91,Serie A,2024/25
09/02/2025,Napoli,Udinese,1,1,D,18,8,4,4,1.44,4.5,7.5,Serie A,2024/25
10/02/2025,Inter,Fiorentina,2,1,H,22,7,8,2,1.48,4.75,6.5,Serie A,2024/25
14/02/2025,Bologna,Torino,3,2,H,23,8,7,5,1.8,3.4,5.0,Serie A,2024/25
15/02/2025,Atalanta,Cagliari,0,0,D,9,3,2,0,1.44,4.75,6.5,Serie A,2024/25
15/02/2025,Lazio,Napoli,2,2,D,12,6,5,3,2.63,3.2,2.8,Serie A,2024/25
15/02/2025,Milan,Verona,1,0,H,18,7,3,2,1.33,4.75,9.5,Serie A,2024/25
16/02/2025,Fiorentina,Como,0,2,A,5,8,3,4,2.0,3.5,3.75,Serie A,2024/25
16/02/2025,Monza,Lecce,0,0,D,8,19,3,5,2.7,3.2,2.7,Serie A,2024/25
16/02/2025,Udinese,Empoli,3,0,H,17,16,9,4,1.8,3.5,4.75,Serie A,2024/25
16/02/2025,Parma,Roma,0,1,A,5,16,1,4,3.6,3.5,2.05,Serie A,2024/25
16/02/2025,Juventus,Inter,1,0,H,16,17,8,2,3.4,3.2,2.25,Serie A,2024/25
17/02/2025,Genoa,Venezia,2,0,H,14,7,5,3,1.85,3.4,4.5,Serie A,2024/25
21/02/2025,Lecce,Udinese,0,1,A,10,12,1,5,3.0,3.0,2.6,Serie A,2024/25
22/02/2025,Parma,Bologna,2,0,H,4,16,3,1,4.0,3.5,1.91,Serie A,2024/25
22/02/2025,Venezia,Lazio,0,0,D,9,9,2,3,5.0,4.0,1.67,Serie A,2024/25
22/02/2025,Torino,Milan,2,1,H,9,26,3,8,3.9,3.3,2.0,Serie A,2024/25
22/02/2025,Inter,Genoa,1,0,H,18,11,5,2,1.27,5.25,13.0,Serie A,2024/25
23/02/2025,Como,Napoli,2,1,H,8,13,3,4,3.6,3.0,2.25,Serie A,2024/25
23/02/2025,Verona,Fiorentina,1,0,H,7,8,3,3,4.33,3.4,1.9,Serie A,2024/25
23/02/2025,Empoli,Atalanta,0,5,A,10,14,1,8,6.25,3.9,1.57,Serie A,2024/25
23/02/2025,Cagliari,Juventus,0,1,A,8,14,2,7,4.1,3.5,1.9,Serie A,2024/25
24/02/2025,Roma,Monza,4,0,H,23,5,6,2,1.33,4.75,11.0,Serie A,2024/25
